Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Valence,Energy,Loudness,Key,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Tempo,Time_Signature
67,In My Mind,Dynoro,493383,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,1,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,0.163,-5.335,6,1,0.149,0.176,1.1e-05,0.118,125.905,4
68,Paranoia Airlines,Fedez,489090,https://open.spotify.com/track/6tedIW4a5FDcq87r5n8SWC,2019,1,6tedIW4a5FDcq87r5n8SWC,0.62,0.666,0.152,-6.302,2,1,0.0382,0.0732,0.0,0.11,131.96,4
69,Uno squillo,Capo Plaza,483142,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN,2019,1,7zivIUyCw9MmYftdcayXnN,0.801,0.724,0.679,-5.038,1,0,0.397,0.0586,0.0,0.0736,98.97,4
70,PERDONAMI,Salmo,480947,https://open.spotify.com/track/4Yr7z1MFiI2D3QnldF107i,2019,1,4Yr7z1MFiI2D3QnldF107i,0.704,0.745,0.606,-4.722,6,1,0.272,0.0699,0.0,0.0877,76.592,4
71,Cherofobia,Martina Attili,479185,https://open.spotify.com/track/2TfcMUAZ4vH4fTA9eF53v2,2019,1,2TfcMUAZ4vH4fTA9eF53v2,0.504,0.586,0.497,-4.496,9,0,0.227,0.717,0.0,0.076,76.55,4
72,La musica non c'è,Coez,470757,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x,2019,1,7MMJa7cjMadOSR6CFWvB1x,0.747,0.498,0.53,-6.674,0,1,0.0353,0.381,0.0,0.712,135.919,4
73,Giuro Che (feat. Priestess & Quentin40),Gemitaiz,470416,https://open.spotify.com/track/0Pi8hOfhyPYQOg8PL6tcT9,2019,1,0Pi8hOfhyPYQOg8PL6tcT9,0.841,0.696,0.601,-6.405,11,0,0.0858,0.162,0.0,0.0808,145.005,4
74,HO PAURA DI USCIRE,Salmo,469631,https://open.spotify.com/track/4Nc1FDBI1NUiN48MjTiXEi,2019,1,0nFCpnM7nistUWXRZpzOWM,0.838,0.853,0.692,-5.126,4,1,0.283,0.168,0.0,0.545,119.939,4
75,Brioschi,Franco126,469353,https://open.spotify.com/track/4b8hQaPTM7FhpOOAkKBj5A,2019,1,4b8hQaPTM7FhpOOAkKBj5A,0.768,0.562,0.737,-7.79,5,0,0.215,0.472,0.0,0.102,92.013,4
76,Se Piovesse Il Tuo Nome,Elisa,466520,https://open.spotify.com/track/7oETr2afFHIzjDIOpm4zPJ,2019,1,0FNRyMufs8Ox03TtaoyCjH,0.561,0.712,0.2,-3.204,1,0,0.0292,0.326,1.63e-05,0.101,81.958,4
77,Sopra,Gazzelle,454885,https://open.spotify.com/track/3Cbaa4ZmODhKEGSkMsbkOO,2019,1,5d5hgQCHyzkPrxWejb69St,0.763,0.487,0.21,-5.956,0,0,0.264,0.0335,0.0,0.118,135.904,4
78,Girls Like You (feat. Cardi B),Maroon 5,453871,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.541,0.448,-6.825,0,1,0.0505,0.568,0.0,0.13,124.959,4
79,Record,Fedez,440895,https://open.spotify.com/track/5uCNuZr6AMv8ypuHFUYSTn,2019,1,5fSPbm5lcwtqwXkeQQswW8,0.589,0.641,0.57,-8.12,5,1,0.0838,0.205,0.0,0.0864,160.031,4
80,Fotografia (feat. Francesca Michielin & Fabri Fibra),Carl Brave,435039,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu,2019,1,3fw3W15QK6a9UxJGgndtYu,0.707,0.539,0.423,-5.321,0,0,0.169,0.0438,0.0,0.0959,167.125,4
81,Thunderclouds,Sia,433850,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,2019,1,4lJNen4SMTIJMahALc3DcB,0.69,0.714,0.489,-5.948,7,1,0.0338,0.0077,7.23e-05,0.191,112.009,4
82,Malibu,Vegas Jones,433304,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw,2019,1,1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,0.343,-6.406,8,1,0.0555,0.0767,2.64e-05,0.0813,139.934,4
83,Rollercoaster,Emis Killa,426937,https://open.spotify.com/track/4WJj8NsyCm3YAADCOe0hrf,2019,1,5L95vS64rG1YMIFm1hLjyZ,0.421,0.79,0.279,-6.227,10,1,0.0538,0.00205,0.000309,0.148,162.024,4
84,Se Piovesse Il Tuo Nome - con Calcutta,Elisa,421749,https://open.spotify.com/track/40SslAHt15Duy4uldwXNAm,2019,1,3PYYiqmhooCNCGiiPTM5zS,0.561,0.461,0.342,-5.001,1,0,0.0512,0.676,0.0,0.323,82.13,4
85,Pablo,Rvssian,420868,https://open.spotify.com/track/0l8vhDaEztxLCQsFOAX64d,2019,1,0fBipGsPTv6yilC8z9BOQl,0.779,0.775,0.949,-4.46,1,1,0.07,0.176,0.0,0.0447,96.052,4
86,New York,Thegiornalisti,414136,https://open.spotify.com/track/1nhEQjgj0NrtAoDuFEhMEL,2019,1,6yjKlmm7vOszkXEUku1EM1,0.506,0.373,0.195,-9.473,0,1,0.0347,0.495,3.72e-05,0.324,121.268,4
87,Guarda Come Flexo 2,MamboLosco,414124,https://open.spotify.com/track/6PX2GtCt8YJzOQ4ulJM41k,2019,1,4N6ofOnUS1w7XObOthDELW,0.849,0.529,0.442,-8.71,1,1,0.0681,0.0728,7.74e-05,0.0628,140.044,4
88,NewJeans,Capo Plaza,413985,https://open.spotify.com/track/1C8KgGduDWKvwbFiqARcFq,2019,1,1C8KgGduDWKvwbFiqARcFq,0.642,0.84,0.802,-5.047,1,0,0.0556,0.0637,0.0,0.309,159.938,4
89,Moonlight,XXXTENTACION,413145,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019,1,0JP9xo3adEtGSdUEISiszL,0.921,0.537,0.711,-5.723,9,0,0.0804,0.556,0.00404,0.102,128.009,4
90,Sarebbe comodo,Chadia Rodriguez,404519,https://open.spotify.com/track/4GMzvuPHqkKPuG3VGuDex1,2019,1,4GMzvuPHqkKPuG3VGuDex1,0.662,0.797,0.161,-5.026,1,0,0.0614,0.142,0.0,0.0764,167.949,4
91,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,400328,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019,1,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,0.913,-5.574,2,1,0.0466,0.556,0.0,0.0703,89.911,4
92,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,398251,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,1,27rdGxbavYJeBphck5MZAF,0.601,0.794,0.244,-5.844,7,0,0.0671,0.00987,1.36e-06,0.388,114.066,4
93,Fame,Nayt,396207,https://open.spotify.com/track/3WQJd5uYQ40Qlol1Q8pIpe,2019,1,1PehfITh0TTRx3LkDdV4h3,0.786,0.555,0.673,-10.276,10,1,0.0471,0.454,0.0173,0.0826,95.1,4
94,Porto Cervo,Lazza,396000,https://open.spotify.com/track/0TAt3c8KXb1D3sWT8ENar8,2019,1,0TAt3c8KXb1D3sWT8ENar8,0.855,0.666,0.758,-4.581,10,0,0.104,0.2,0.0,0.0885,100.006,4
95,Ieri L'Altro,Franco126,393256,https://open.spotify.com/track/1c0hOZ4rGASabvJQbIFeP0,2019,1,1c0hOZ4rGASabvJQbIFeP0,0.581,0.38,0.332,-11.004,0,0,0.0368,0.648,0.0,0.0908,144.917,4
96,Te Boté - Remix,Nio Garcia,390783,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2019,1,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,0.442,-3.445,11,0,0.214,0.542,1.28e-05,0.0595,96.507,4
97,Ne è valsa la pena (feat. Ghali),Capo Plaza,390651,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO,2019,1,6GTCOWvhjvdk4pwlfrSjNO,0.593,0.654,0.405,-4.509,5,0,0.218,0.115,0.0,0.231,120.388,5
98,Sfregi e difetti,Fedez,388716,https://open.spotify.com/track/1W85bKBRO7KDWtU5FPqHgu,2019,1,1W85bKBRO7KDWtU5FPqHgu,0.518,0.692,0.337,-5.592,2,0,0.0789,0.0784,0.0,0.208,143.968,4
99,RICCHI E MORTI,Salmo,388481,https://open.spotify.com/track/2sCkQ5AoGNKy0urYd2E3BT,2019,1,2sCkQ5AoGNKy0urYd2E3BT,0.863,0.901,0.584,-5.244,5,0,0.303,0.152,0.0,0.526,125.009,4
100,D'estate non vale (feat. Ana Mena),Fred De Palma,387799,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy,2019,1,5IbiQAbMBe5T2K67mCAIx3,0.661,0.765,0.723,-6.015,2,1,0.16,0.0867,0.0,0.0858,180.008,4
101,Billets (feat. Ninho),Capo Plaza,384830,https://open.spotify.com/track/2aD5ESGyEhXnXdoOsZvsR0,2019,1,2aD5ESGyEhXnXdoOsZvsR0,0.732,0.791,0.609,-5.642,1,1,0.191,0.298,0.0,0.175,123.101,4
102,Sogni appesi,Ultimo,381250,https://open.spotify.com/track/2HgBmx6tfhRO417ahshpeQ,2019,1,2HgBmx6tfhRO417ahshpeQ,0.732,0.428,0.639,-9.654,9,1,0.119,0.904,0.0,0.137,127.413,4
103,Un domani (feat. Mr.Rain),Annalisa,381069,https://open.spotify.com/track/5ZUbSBnGDbmBGcH2l1575M,2019,1,5ZUbSBnGDbmBGcH2l1575M,0.745,0.832,0.839,-5.248,7,1,0.0906,0.226,0.0,0.118,135.007,4
104,2% (feat. Frah Quintale),Guè Pequeno,378913,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25,2019,1,5ODlTG5qxhCsC05E36Rv25,0.754,0.602,0.587,-6.785,10,0,0.428,0.237,0.0,0.151,82.043,4
105,Sempre In Due,Carl Brave x Franco126,375902,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk,2019,1,6ElWuGFrYbsf2mdHWUoGCk,0.596,0.758,0.551,-7.049,9,0,0.0802,0.0835,0.0,0.147,77.474,4
106,Nera,Irama,374309,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX,2019,1,3ZsWgbviZR93GPJIlxuaAG,0.33,0.678,0.463,-7.093,11,1,0.0412,0.593,0.000145,0.0758,90.015,4
107,SAD!,XXXTENTACION,370038,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,1,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,0.473,-4.88,8,1,0.145,0.258,0.00372,0.123,75.023,4
108,Trap Phone (feat. Capo Plaza),Guè Pequeno,369557,https://open.spotify.com/track/4dcMymOM4uDaH0NrwdktgN,2019,1,4dcMymOM4uDaH0NrwdktgN,0.749,0.664,0.248,-5.414,1,0,0.0591,0.11,0.0,0.296,118.032,4
109,Frigobar,Franco126,367419,https://open.spotify.com/track/1N7uKJRYbRF3V4lxvb5fjJ,2019,1,1N7uKJRYbRF3V4lxvb5fjJ,0.478,0.598,0.525,-9.215,11,1,0.0904,0.041,2.54e-06,0.352,139.792,4
110,Peace & Love,Charlie Charles,366644,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD,2019,1,3Owfp723o5on470xzKIR0v,0.102,0.124,0.0377,-26.539,8,0,0.0428,0.771,0.876,0.146,78.867,4
111,Veleno 6,MadMan,366514,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH,2019,1,7GfXjqXD9aBvDoBdZ7EwPH,0.753,0.846,0.636,-6.846,2,1,0.0936,0.193,0.0,0.29,147.871,4
112,Luci d'America,Ligabue,364519,https://open.spotify.com/track/5TOmzCEg2tw5yGYSlgkZpF,2019,1,1Y3o2mOVYOUdAezjsWHS7f,0.43,0.852,0.402,-5.445,4,0,0.065,0.00899,0.0,0.111,172.164,4
113,Fumo bianco,Chadia Rodriguez,362594,https://open.spotify.com/track/54ivBWjaiBH5W2fAVYV1k3,2019,1,54ivBWjaiBH5W2fAVYV1k3,0.746,0.751,0.258,-5.375,10,0,0.0414,0.226,2.48e-06,0.121,141.963,4
114,Promises (with Sam Smith),Calvin Harris,359783,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,1,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,0.486,-5.991,11,1,0.0394,0.0119,4.91e-06,0.325,123.07,4
115,Keanu Reeves (feat. Achille Lauro),Gemitaiz,358596,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w,2019,1,1MGXWglFoINJdrcp2W0U0w,0.811,0.59,0.166,-7.794,4,1,0.0437,0.0267,9.93e-06,0.111,102.709,4
116,Torna Da Me,Luche,355980,https://open.spotify.com/track/5iSHLCuc0K3pUW16b7sSP4,2019,1,3cht84Looy1rM6dDSqfuX8,0.512,0.297,0.362,-15.03,4,0,0.0481,0.661,0.0,0.114,172.056,3
117,Morirò da Re,Måneskin,355782,https://open.spotify.com/track/1aX0Ki80LFzzhqxqRlqbAV,2019,1,1aX0Ki80LFzzhqxqRlqbAV,0.605,0.881,0.928,-2.563,10,1,0.153,0.123,0.0,0.038,193.788,4
118,L'una per l'alcol,Fedez,354718,https://open.spotify.com/track/220O8tmN9TSjDyG2GmOUHd,2019,1,220O8tmN9TSjDyG2GmOUHd,0.606,0.549,0.2,-6.953,1,0,0.0571,0.122,0.0,0.201,106.962,4
119,Giant (with Rag'n'Bone Man),Calvin Harris,354588,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019,1,5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,0.606,-4.311,1,0,0.0361,0.016,0.000503,0.0811,122.015,4
120,Tutto tua madre,J-AX,353236,https://open.spotify.com/track/1PahySwtcIaiG7GUnCy9tx,2019,1,1PahySwtcIaiG7GUnCy9tx,0.582,0.741,0.226,-6.264,0,1,0.0678,0.128,0.0,0.343,128.219,4
121,Gli occhi della tigre,Nayt,351463,https://open.spotify.com/track/0eczHniJguffShMNltOqMo,2019,1,5pL8J6weoydzXglhsoJ6Vw,0.687,0.799,0.541,-7.747,2,1,0.205,0.618,0.0,0.594,135.176,4
122,Ti Amo Ti Odio,GionnyScandal,350088,https://open.spotify.com/track/6fqfcwTvc1ddhtAKbmo8WI,2019,1,4ZGU5nxck45C0T3LgQmqSj,0.581,0.716,0.332,-4.372,2,1,0.0477,0.0351,0.0,0.0941,170.001,4
123,La stella più fragile dell'universo,Ultimo,346787,https://open.spotify.com/track/3iHqUSg0LBRxAF5CzjBK9y,2019,1,3iHqUSg0LBRxAF5CzjBK9y,0.584,0.261,0.34,-8.293,7,1,0.0569,0.912,0.0,0.134,137.354,4
124,Borsello (feat. Sfera Ebbasta & DrefGold),Guè Pequeno,344260,https://open.spotify.com/track/31wSmTMwl9CIr1RQds2Tvy,2019,1,31wSmTMwl9CIr1RQds2Tvy,0.77,0.584,0.625,-7.453,2,0,0.226,0.36,0.0,0.208,154.028,4
125,"thank u, next",Ariana Grande,343536,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2019,1,3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,0.412,-5.634,1,1,0.0658,0.229,0.0,0.101,106.966,4
126,WANNABE VOL.2,Highsnob,339534,https://open.spotify.com/track/3WVv0HHGgdpbaMAPRgO4bz,2019,1,3WVv0HHGgdpbaMAPRgO4bz,0.879,0.685,0.57,-6.175,10,0,0.253,0.0268,0.0,0.0685,139.989,4
127,Another One Bites The Dust - Remastered 2011,Queen,338613,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019,1,57JVGBtBLCfHw2muk5416J,0.933,0.528,0.756,-6.472,5,0,0.162,0.112,0.329,0.163,109.975,4
129,SICKO MODE,Travis Scott,335673,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,1,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,0.446,-3.714,8,1,0.222,0.00513,0.0,0.124,155.008,4
130,Universale,Benji & Fede,335659,https://open.spotify.com/track/3A20rdsGLvHVAxrkGtrUTu,2019,1,48nZLOpJOINkICPWpUuhaN,0.672,0.437,0.636,-9.656,5,1,0.0368,0.85,0.261,0.107,101.588,4
131,Bad Boys (feat. Ketama126),Gemitaiz,334432,https://open.spotify.com/track/12mhNDtyap89L9H8KLexnS,2019,1,12mhNDtyap89L9H8KLexnS,0.755,0.529,0.362,-7.694,1,0,0.191,0.29,1.32e-06,0.145,150.114,4
132,Pregiudicati (feat. Izi),Gianni Bismark,331555,https://open.spotify.com/track/7BHlSTqe3l3JA65oGFrYkz,2019,1,7BHlSTqe3l3JA65oGFrYkz,0.662,0.818,0.0665,-5.723,11,0,0.301,0.189,0.0,0.154,144.124,4
133,Dancing With A Stranger (with Normani),Sam Smith,329665,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,1,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,0.347,-7.513,8,1,0.0656,0.45,1.97e-06,0.222,102.998,4
134,San Siro,Franco126,327556,https://open.spotify.com/track/0w5UzxpBvmo0vdXFwsYK9P,2019,1,0w5UzxpBvmo0vdXFwsYK9P,0.535,0.798,0.303,-7.718,0,1,0.0333,0.0564,0.0,0.235,170.05,4
135,"Bella Giornata (prod. Dogslife, Mago del blocco) (feat. Dogslife & Mago del Blocco)",OG Eastbull,324888,https://open.spotify.com/track/76xea5TfeyVu8c4dGWpFD2,2019,1,76xea5TfeyVu8c4dGWpFD2,0.744,0.68,0.801,-4.98,7,1,0.332,0.627,4.44e-06,0.117,132.013,4
136,Così,Fedez,321887,https://open.spotify.com/track/6ZGQJQOdpM4h2BTVE9C0EV,2019,1,3XIriHPw0WUKh4nn3VJKVl,0.324,0.126,0.13,-16.236,0,1,0.0435,0.965,0.824,0.0502,135.568,4
137,Better Now,Post Malone,317358,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,1,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,0.341,-5.804,10,1,0.04,0.331,0.0,0.135,145.038,4
138,Mwaka Moon - Remix,Kalash,317328,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN,2019,1,1OGORI9Hx45AEYqxkndMhN,0.768,0.556,0.24,-7.146,1,0,0.0739,0.0942,1.42e-05,0.107,155.07,4
139,Cupido (feat. Quavo),Sfera Ebbasta,315174,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy,2019,1,5IB44qTngIOBGYnjGZgz16,0.803,0.695,0.458,-5.164,4,0,0.0413,0.0622,0.0,0.105,119.978,4
140,Nuvole Di Drago,Franco126,314313,https://open.spotify.com/track/35OShPSVleo3rC4MGuhgaO,2019,1,35OShPSVleo3rC4MGuhgaO,0.737,0.657,0.642,-7.889,8,0,0.0877,0.175,0.0,0.125,114.953,4
141,Parole Crociate,Franco126,313387,https://open.spotify.com/track/56OJxHRowyDkcLFlYGIxLD,2019,1,56OJxHRowyDkcLFlYGIxLD,0.515,0.354,0.389,-11.774,6,1,0.0616,0.583,0.0,0.275,139.946,4
142,Fa Lo Stesso,Franco126,312759,https://open.spotify.com/track/5FxsqLGwBYVp8QWB9e10ON,2019,1,5FxsqLGwBYVp8QWB9e10ON,0.851,0.659,0.939,-6.63,8,1,0.0602,0.236,0.0,0.582,115.024,4
143,Bad Liar,Imagine Dragons,311845,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019,1,0wi5AW5tPRYEwWg44Nn8z2,0.307,0.637,0.0805,-6.993,3,1,0.0569,0.0732,0.0,0.368,88.693,4
144,Coupé,Capo Plaza,309255,https://open.spotify.com/track/0X6TgBHcxe20tNvWuwXEpn,2019,1,2UslPu1Jo7jIiUchu9QvPv,0.842,0.535,0.713,-8.473,9,1,0.461,0.168,1.02e-06,0.0927,76.983,4
145,Adictiva,Daddy Yankee,309190,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,2019,1,0o4evn8XhHsjHr63mIhmGw,0.787,0.771,0.701,-3.206,4,0,0.0563,0.291,5.65e-05,0.172,99.036,4
146,DISPOVERY CHANNEL (feat. Nitro),Salmo,306986,https://open.spotify.com/track/77F0NNChJGfDBp3fTCWaDc,2019,1,77F0NNChJGfDBp3fTCWaDc,0.852,0.816,0.531,-7.276,11,0,0.23,0.127,3.24e-05,0.245,140.061,4
147,Money Rain,Boro Boro,306827,https://open.spotify.com/track/1f1mvHcJwPPponfS45uRp1,2019,1,1kuSXR7D6H02EsHcK4ULFD,0.752,0.633,0.682,-5.45,0,1,0.0464,0.183,0.00707,0.0787,109.998,4
148,Segni,Fedez,305984,https://open.spotify.com/track/4pJztlrn9iOml1k4KmehOl,2019,1,6vVftwBiIaM9xDVZhSwTCJ,0.522,0.725,0.81,-5.184,5,0,0.302,0.556,0.0,0.799,108.36,4
149,Ipernova,Mr.Rain,305901,https://open.spotify.com/track/1TaSkLG2bXx84YuKmJvncw,2019,1,2Hg2uP2Udt0PIEZiPbfV26,0.419,0.638,0.606,-8.486,1,1,0.0604,0.199,0.0,0.0984,134.904,5
150,Natural,Imagine Dragons,304709,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019,1,2FY7b99s15jUprqC0M5NCT,0.704,0.611,0.22,-6.112,2,1,0.0409,0.217,0.0,0.0812,100.0,4
151,Casa Mia (feat. Luchè & Capo Plaza),Noyz Narcos,303828,https://open.spotify.com/track/6NnO2rbViEDhX6wewADukc,2019,1,6NnO2rbViEDhX6wewADukc,0.465,0.738,0.289,-7.872,1,1,0.375,0.142,0.0,0.335,188.133,4
152,Gucci Ski Mask (feat. Guè Pequeno),Lazza,303151,https://open.spotify.com/track/0OJt61Ktvw4U96GmVZmyoZ,2019,1,1zsnUOfuMirWoprylSMuTZ,0.813,0.726,0.619,-6.426,1,1,0.245,0.136,0.0,0.091,125.042,4
153,Nuovi Jeans,Nashley,301348,https://open.spotify.com/track/0N1pKkjhVwKZWFLF47R1tv,2019,1,0N1pKkjhVwKZWFLF47R1tv,0.669,0.451,0.263,-9.83,0,1,0.142,0.277,0.0,0.113,159.969,4
154,Le luci della città,Coez,299888,https://open.spotify.com/track/381VH1JFj9q08V1OMlPU5m,2019,1,381VH1JFj9q08V1OMlPU5m,0.582,0.544,0.142,-6.591,7,1,0.0362,0.393,2.18e-06,0.135,129.933,4
155,Felicità puttana,Thegiornalisti,298711,https://open.spotify.com/track/695AOnYHYnvHIMaTNKjkA5,2019,1,695AOnYHYnvHIMaTNKjkA5,0.692,0.856,0.686,-4.816,0,1,0.127,0.00763,1.89e-05,0.305,93.975,4
156,Cosa senza spine (feat. LP),Fedez,298461,https://open.spotify.com/track/4lGJgSfAJKwtFwfexdXVQz,2019,1,4lGJgSfAJKwtFwfexdXVQz,0.779,0.75,0.11,-6.486,7,1,0.0923,0.134,0.0,0.0878,105.003,4
157,Be Alright,Dean Lewis,296970,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019,1,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,0.443,-6.319,11,1,0.0362,0.697,0.0,0.0813,126.684,4
158,scuol4,tha Supreme,295163,https://open.spotify.com/track/6ukVfkwkTlQvfvD477n0qr,2019,1,1V7hvLe3fpZTMoqKLkBDgW,0.696,0.7,0.771,-5.573,2,1,0.0663,0.143,0.0,0.0431,136.207,4
160,Uh Ah Hey,Sfera Ebbasta,293789,https://open.spotify.com/track/2zsJ7dZdvtmUBDOuRSqQ5h,2019,1,2zsJ7dZdvtmUBDOuRSqQ5h,0.847,0.552,0.579,-6.614,8,1,0.066,0.154,1.29e-06,0.107,144.991,4
161,Figurati noi (feat. Emma Muscat),Shade,293038,https://open.spotify.com/track/5AQ7Wuc1UGCROIifaInqdV,2019,1,5AQ7Wuc1UGCROIifaInqdV,0.676,0.824,0.432,-4.482,4,1,0.116,0.126,0.0,0.35,95.024,4
162,IDGAF,Dua Lipa,292413,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019,1,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,0.51,-5.975,7,1,0.0943,0.0403,0.0,0.0824,97.028,4
163,Purple Rain (feat. Gemitaiz & Frenetik&Orang3),Achille Lauro,291876,https://open.spotify.com/track/0PpB4YTfszDRmQxLirA4pM,2019,1,286i6Yq99ALCLHXDofuTVL,0.727,0.656,0.485,-6.228,11,0,0.121,0.142,0.0,0.175,104.023,4
164,Pesto,Calcutta ,291669,https://open.spotify.com/track/4UHDgfDtSSv9SqyfEFr4sF,2019,1,4UHDgfDtSSv9SqyfEFr4sF,0.587,0.45,0.151,-6.156,11,1,0.0249,0.255,0.0,0.074,81.002,4
165,Say My Name,David Guetta,290573,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,1,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,0.734,-3.525,5,0,0.102,0.273,0.0,0.149,138.009,4
166,Buongiornissimo,Fedez,290092,https://open.spotify.com/track/2vmjhinZGxfcN5KOkFnGYQ,2019,1,2vmjhinZGxfcN5KOkFnGYQ,0.593,0.839,0.339,-4.121,4,1,0.105,0.131,0.0,0.331,159.9,4
167,L'altra dimensione,Måneskin,290031,https://open.spotify.com/track/36ONZ2CvV8KsLPapNPGTqa,2019,1,36ONZ2CvV8KsLPapNPGTqa,0.715,0.839,0.539,-2.35,5,0,0.0602,0.524,0.0,0.266,111.371,4
168,Chic,Izi,289902,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3,2019,1,4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,0.0397,-7.507,10,1,0.347,0.629,0.0,0.113,122.947,4
169,Solo (feat. Demi Lovato),Clean Bandit,288350,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2019,1,6kPJZM97LwdG9QIsT7khp6,0.737,0.636,0.565,-4.546,11,0,0.0437,0.0441,6.66e-05,0.35,105.005,4
170,Irraggiungibile (feat. Federica Carta),Shade,287770,https://open.spotify.com/track/6ht4SwYqBMA8aE40QdJzoN,2019,1,03PDOt4cRKQgpYfA9I9wnC,0.653,0.797,0.71,-4.489,11,1,0.0391,0.416,0.0,0.177,128.215,4
171,Don't Stop Me Now - Remastered 2011,Queen,287415,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019,1,7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,0.601,-5.277,5,1,0.16,0.0472,0.000191,0.77,156.271,4
172,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,285813,https://open.spotify.com/track/20ZP3Om9DvDazXrNUC7WM2,2019,1,5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0.55,-4.057,0,1,0.0474,0.194,0.0,0.165,92.213,4
173,PELLE D'OCA,Vegas Jones,284549,https://open.spotify.com/track/3SjNwo6aHnvKx8yeSXxTmT,2019,1,7BIoYqwZlcKosZr1ceAhuV,0.633,0.624,0.338,-7.006,5,0,0.191,0.00158,0.0,0.088,170.228,3
174,Rollin',Gemitaiz,284311,https://open.spotify.com/track/1LYkQC1JrgMhwMol3nVo35,2019,1,1xqRKo0SDFDO5Jy8yEVD0X,0.69,0.514,0.307,-11.81,8,0,0.328,0.0975,0.497,0.346,72.791,4
175,Un posto bellissimo,Fedez,283726,https://open.spotify.com/track/2qqDDnzVeEk4Yf0rJPaM9h,2019,1,2qqDDnzVeEk4Yf0rJPaM9h,0.559,0.787,0.159,-6.905,5,1,0.05,0.0202,0.0,0.232,143.979,4
176,Che Ci Faccio,Gemitaiz,282453,https://open.spotify.com/track/3yhRpGAdByLRLNwULguVeT,2019,1,3yhRpGAdByLRLNwULguVeT,0.827,0.686,0.617,-5.495,1,0,0.0991,0.0264,1.34e-05,0.11,77.024,4
