Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Valence,Energy,Loudness,Key,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Tempo,Time_Signature
69,Bella e rovinata,Irama,528402,https://open.spotify.com/track/5uPQRVuGquShCnqzuOTq4B,2019,3,5uPQRVuGquShCnqzuOTq4B,0.549,0.646,0.444,-6.586,10,1,0.0428,0.258,0.0,0.0847,156.012,4
70,Povero Te,Lazza,519691,https://open.spotify.com/track/04vbUBLS9OqxwP4Tc7dJMR,2019,3,04vbUBLS9OqxwP4Tc7dJMR,0.774,0.875,0.476,-4.266,11,1,0.104,0.0906,0.0,0.331,142.993,4
71,Vertigini,Tedua,516273,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU,2019,3,1Oou7m2VuxCDSOdqsu07TU,0.579,0.774,0.476,-6.34,5,0,0.164,0.164,0.0,0.131,133.722,4
72,BINGO,MamboLosco,507168,https://open.spotify.com/track/2fXOb3Dr8di7hbcKFbYNPt,2019,3,45p7y42u5vtGTPnHjeScAP,0.732,0.343,0.981,-13.208,2,1,0.0711,0.713,1.23e-05,0.096,179.959,4
73,Uno squillo,Capo Plaza,505688,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN,2019,3,7zivIUyCw9MmYftdcayXnN,0.801,0.724,0.679,-5.038,1,0,0.397,0.0586,0.0,0.0736,98.97,4
74,Davide (feat. Coez),Gemitaiz,505383,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J,2019,3,1Lq5ApqhIWUXzlryFX2K6J,0.797,0.63,0.761,-7.601,5,1,0.0763,0.136,4.86e-06,0.207,126.006,4
75,Tesla (feat. Sfera Ebbasta & DrefGold),Capo Plaza,502424,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q,2019,3,093RgZ7RXHZwIrxZhZYX4Q,0.854,0.626,0.377,-5.14,11,1,0.0618,0.316,0.0,0.0961,140.05,4
76,Il ballo delle incertezze,Ultimo,501546,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu,2019,3,0Wq6iAraiUpSbBSPmv4gLu,0.654,0.76,0.413,-5.058,3,1,0.185,0.445,0.0,0.0548,144.098,4
77,Sucker,Jonas Brothers,501106,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019,3,22vgEDb5hykfaTwLuskFGD,0.842,0.734,0.952,-5.065,1,0,0.0588,0.0427,0.0,0.106,137.958,4
78,Non Abbiamo Età,Luche,500506,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3,2019,3,0NwuXciw6eQc4edjwSBnV3,0.372,0.689,0.191,-4.711,6,1,0.243,0.0522,0.0,0.154,193.259,4
79,Ngopp'A Luna,Rocco Hunt,476374,https://open.spotify.com/track/5290vWQUgvvVu9TtFRSSjw,2019,3,2CfWwaXsDgNxBE4lTJZC0A,0.574,0.531,0.417,-9.15,5,0,0.382,0.226,0.0,0.0603,110.435,5
80,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,473101,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2019,3,2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,0.288,-5.45,9,0,0.0412,0.0302,2.06e-06,0.126,104.969,4
81,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,472865,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,3,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,0.493,-5.029,1,0,0.0618,0.0954,0.0,0.394,144.107,4
82,"break up with your girlfriend, i'm bored",Ariana Grande,466198,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019,3,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,0.335,-5.29,5,0,0.0917,0.0421,0.0,0.106,169.999,4
83,Bling Bling (Oro),Guè Pequeno,462457,https://open.spotify.com/track/11AXfsh0V6zCCU7Po6kQiY,2019,3,11AXfsh0V6zCCU7Po6kQiY,0.693,0.731,0.419,-6.149,10,0,0.0372,0.0412,0.000119,0.0812,97.959,4
84,Girls Like You (feat. Cardi B),Maroon 5,461368,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,3,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.541,0.448,-6.825,0,1,0.0505,0.568,0.0,0.13,124.959,4
85,Ella Quiere Beber - Remix,Anuel AA,460185,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019,3,3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,0.697,-3.083,8,1,0.124,0.265,0.0,0.0515,95.239,4
86,Toradol,Gemitaiz,459424,https://open.spotify.com/track/3Rmv3h4ovgt9xVgWOfMlLx,2019,3,3Rmv3h4ovgt9xVgWOfMlLx,0.701,0.623,0.471,-5.271,2,1,0.0493,0.00804,0.013,0.498,158.891,4
87,Say My Name,David Guetta,458366,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,3,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,0.734,-3.525,5,0,0.102,0.273,0.0,0.149,138.009,4
88,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,453775,https://open.spotify.com/track/2bzitsPcImYC6DZWvvLCQi,2019,3,2bzitsPcImYC6DZWvvLCQi,0.634,0.662,0.244,-7.543,6,1,0.0325,0.000479,0.00142,0.111,90.011,4
89,R8,MadMan,451551,https://open.spotify.com/track/1Z5y1PBVbvBdl98UPybxdb,2019,3,5ykI8wLQhW5OM9JxEpWLyV,0.709,0.615,0.628,-6.026,6,1,0.416,0.52,0.0,0.141,143.93,4
90,Bohemian Rhapsody - Remastered 2011,Queen,450624,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019,3,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.228,-9.961,0,0,0.0536,0.288,0.0,0.243,143.883,4
91,Dancing With A Stranger (with Normani),Sam Smith,441501,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,3,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,0.347,-7.513,8,1,0.0656,0.45,1.97e-06,0.222,102.998,4
92,No Selfie (feat. Giaime),Lazza,440514,https://open.spotify.com/track/0JX7XXuJCMI8E67zSAy6PR,2019,3,0JX7XXuJCMI8E67zSAy6PR,0.72,0.713,0.347,-6.414,0,1,0.16,0.187,0.0,0.276,87.659,4
93,Desperado,Lazza,437407,https://open.spotify.com/track/2GZ6ssYlt7vh0ddoFm0GpR,2019,3,4mCf3vQf7z0Yseo0RxAi3V,0.685,0.61,0.323,-5.221,0,0,0.0439,0.323,0.0,0.102,94.384,3
94,Fumo Da Solo,Izi,429800,https://open.spotify.com/track/4sYbBt781iAS2S76IeMwIG,2019,3,6uMdn1ovj2ZRHGMbiTQAvy,0.708,0.604,0.463,-8.477,7,0,0.0489,0.279,0.0,0.14,140.092,4
95,Sunset Lover,Petit Biscuit,420827,https://open.spotify.com/track/3WRQUvzRvBDr4AxMWhXc5E,2019,3,0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,0.236,-9.474,6,1,0.0503,0.729,0.809,0.109,90.838,4
96,Malibu,Vegas Jones,417582,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw,2019,3,1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,0.343,-6.406,8,1,0.0555,0.0767,2.64e-05,0.0813,139.934,4
97,Holding out for You (feat. Zara Larsson),Fedez,414694,https://open.spotify.com/track/6eiVP1Q0XaevZEZnQFpYEH,2019,3,6eiVP1Q0XaevZEZnQFpYEH,0.697,0.707,0.769,-6.272,6,0,0.109,0.141,0.00447,0.169,109.949,4
98,Sogni appesi,Ultimo,413054,https://open.spotify.com/track/2HgBmx6tfhRO417ahshpeQ,2019,3,2HgBmx6tfhRO417ahshpeQ,0.732,0.428,0.639,-9.654,9,1,0.119,0.904,0.0,0.137,127.413,4
99,In My Mind,Dynoro,406036,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,3,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,0.163,-5.335,6,1,0.149,0.176,1.1e-05,0.118,125.905,4
100,La musica non c'è,Coez,403172,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x,2019,3,7MMJa7cjMadOSR6CFWvB1x,0.747,0.498,0.53,-6.674,0,1,0.0353,0.381,0.0,0.712,135.919,4
101,Billets (feat. Ninho),Capo Plaza,398315,https://open.spotify.com/track/2aD5ESGyEhXnXdoOsZvsR0,2019,3,2aD5ESGyEhXnXdoOsZvsR0,0.732,0.791,0.609,-5.642,1,1,0.191,0.298,0.0,0.175,123.101,4
102,PERDONAMI,Salmo,390611,https://open.spotify.com/track/4Yr7z1MFiI2D3QnldF107i,2019,3,4Yr7z1MFiI2D3QnldF107i,0.704,0.745,0.606,-4.722,6,1,0.272,0.0699,0.0,0.0877,76.592,4
103,Guarda Come Flexo 2,MamboLosco,387671,https://open.spotify.com/track/6PX2GtCt8YJzOQ4ulJM41k,2019,3,4N6ofOnUS1w7XObOthDELW,0.849,0.529,0.442,-8.71,1,1,0.0681,0.0728,7.74e-05,0.0628,140.044,4
104,Ne è valsa la pena (feat. Ghali),Capo Plaza,385559,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO,2019,3,6GTCOWvhjvdk4pwlfrSjNO,0.593,0.654,0.405,-4.509,5,0,0.218,0.115,0.0,0.231,120.388,5
105,SPARARE ALLA LUNA (feat. Coez),Salmo,375735,https://open.spotify.com/track/4spkZ6gRKh827yp6JI6TN1,2019,3,4spkZ6gRKh827yp6JI6TN1,0.732,0.681,0.151,-7.665,4,0,0.259,0.381,0.000177,0.111,85.041,4
107,TVTB (feat. Dark Polo Gang),Fedez,371279,https://open.spotify.com/track/3J1ZGGnDdhfAN3z4qRRonq,2019,3,3J1ZGGnDdhfAN3z4qRRonq,0.806,0.682,0.529,-6.435,1,0,0.12,0.0872,0.0,0.195,104.039,4
108,Vaina Loca,Ozuna,365836,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2019,3,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,0.555,-4.249,6,1,0.0752,0.315,0.0,0.203,93.982,4
109,Mignolo (feat. Mostro),MadMan,365793,https://open.spotify.com/track/5xkSyjqdQhVOBTyemRI7BB,2019,3,5xkSyjqdQhVOBTyemRI7BB,0.786,0.631,0.634,-4.86,10,0,0.256,0.0351,0.0,0.115,140.287,4
110,La stella più fragile dell'universo,Ultimo,363117,https://open.spotify.com/track/3iHqUSg0LBRxAF5CzjBK9y,2019,3,3iHqUSg0LBRxAF5CzjBK9y,0.584,0.261,0.34,-8.293,7,1,0.0569,0.912,0.0,0.134,137.354,4
111,Sempre In Due,Carl Brave x Franco126,361237,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk,2019,3,6ElWuGFrYbsf2mdHWUoGCk,0.596,0.758,0.551,-7.049,9,0,0.0802,0.0835,0.0,0.147,77.474,4
112,Fotografia (feat. Francesca Michielin & Fabri Fibra),Carl Brave,360810,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu,2019,3,3fw3W15QK6a9UxJGgndtYu,0.707,0.539,0.423,-5.321,0,0,0.169,0.0438,0.0,0.0959,167.125,4
113,Numeri,MadMan,357240,https://open.spotify.com/track/7mVV2Rb9IpbsklRP9Mfz11,2019,3,5NoXgELRNXlKddoeSGNG8i,0.541,0.906,0.847,-3.022,0,1,0.321,0.217,0.0,0.56,94.913,4
114,NewJeans,Capo Plaza,357114,https://open.spotify.com/track/1C8KgGduDWKvwbFiqARcFq,2019,3,1C8KgGduDWKvwbFiqARcFq,0.642,0.84,0.802,-5.047,1,0,0.0556,0.0637,0.0,0.309,159.938,4
115,24/7,MadMan,354369,https://open.spotify.com/track/30Cste6qnaVsOethYhyoAn,2019,3,0ClnfM4PI0wjlCVTJc9lP7,0.752,0.65,0.904,-6.194,4,1,0.0334,0.264,1.38e-06,0.313,141.16,4
116,Nera,Irama,353686,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX,2019,3,3ZsWgbviZR93GPJIlxuaAG,0.33,0.678,0.463,-7.093,11,1,0.0412,0.593,0.000145,0.0758,90.015,4
117,HO PAURA DI USCIRE,Salmo,353166,https://open.spotify.com/track/4Nc1FDBI1NUiN48MjTiXEi,2019,3,0nFCpnM7nistUWXRZpzOWM,0.838,0.853,0.692,-5.126,4,1,0.283,0.168,0.0,0.545,119.939,4
118,Supernova (feat. Emis Killa),MadMan,352663,https://open.spotify.com/track/65qZmnEjaadebCi68eNLiZ,2019,3,65qZmnEjaadebCi68eNLiZ,0.697,0.783,0.532,-5.234,9,0,0.114,0.133,0.0,0.197,80.053,4
119,Let Me Down Slowly,Alec Benjamin,349892,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019,3,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.483,-5.714,1,0,0.0318,0.74,0.0,0.124,150.073,4
120,Te Boté - Remix,Nio Garcia,349763,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2019,3,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,0.442,-3.445,11,0,0.214,0.542,1.28e-05,0.0595,96.507,4
121,Rollercoaster,Emis Killa,344932,https://open.spotify.com/track/4WJj8NsyCm3YAADCOe0hrf,2019,3,5L95vS64rG1YMIFm1hLjyZ,0.421,0.79,0.279,-6.227,10,1,0.0538,0.00205,0.000309,0.148,162.024,4
122,Sopra,Gazzelle,342218,https://open.spotify.com/track/3Cbaa4ZmODhKEGSkMsbkOO,2019,3,5d5hgQCHyzkPrxWejb69St,0.763,0.487,0.21,-5.956,0,0,0.264,0.0335,0.0,0.118,135.904,4
123,Keanu Reeves (feat. Achille Lauro),Gemitaiz,340829,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w,2019,3,1MGXWglFoINJdrcp2W0U0w,0.811,0.59,0.166,-7.794,4,1,0.0437,0.0267,9.93e-06,0.111,102.709,4
124,D'estate non vale (feat. Ana Mena),Fred De Palma,338463,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy,2019,3,5IbiQAbMBe5T2K67mCAIx3,0.661,0.765,0.723,-6.015,2,1,0.16,0.0867,0.0,0.0858,180.008,4
125,Veleno 6,MadMan,337319,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH,2019,3,7GfXjqXD9aBvDoBdZ7EwPH,0.753,0.846,0.636,-6.846,2,1,0.0936,0.193,0.0,0.29,147.871,4
126,Thotiana,Blueface,329011,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019,3,5GBuCHuPKx6UC7VsSPK0t3,0.906,0.382,0.391,-12.89,10,0,0.269,0.18,0.0,0.113,104.025,4
127,Popstar,Sfera Ebbasta,327406,https://open.spotify.com/track/1fIuF52zouQWN13q3X9FHk,2019,3,6EDO9iiTtwNv6waLwa1UUq,0.8,0.56,0.45,-4.818,5,0,0.261,0.057,0.0,0.134,163.071,4
128,Pablo,Rvssian,324702,https://open.spotify.com/track/0l8vhDaEztxLCQsFOAX64d,2019,3,0fBipGsPTv6yilC8z9BOQl,0.779,0.775,0.949,-4.46,1,1,0.07,0.176,0.0,0.0447,96.052,4
129,HP,Maluma,321763,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,2019,3,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,0.618,-3.157,4,0,0.0773,0.252,1.14e-06,0.188,91.98,4
130,New York,Thegiornalisti,315532,https://open.spotify.com/track/1nhEQjgj0NrtAoDuFEhMEL,2019,3,6yjKlmm7vOszkXEUku1EM1,0.506,0.373,0.195,-9.473,0,1,0.0347,0.495,3.72e-05,0.324,121.268,4
131,Trap Phone (feat. Capo Plaza),Guè Pequeno,314168,https://open.spotify.com/track/4dcMymOM4uDaH0NrwdktgN,2019,3,4dcMymOM4uDaH0NrwdktgN,0.749,0.664,0.248,-5.414,1,0,0.0591,0.11,0.0,0.296,118.032,4
132,Rose viola,Ghemon,313322,https://open.spotify.com/track/4MDRt2vfYMkXCLXAVgnWJk,2019,3,4MDRt2vfYMkXCLXAVgnWJk,0.406,0.719,0.358,-5.344,9,0,0.0807,0.381,0.0,0.135,76.987,4
133,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,312469,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB,2019,3,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,0.913,-5.574,2,1,0.0466,0.556,0.0,0.0703,89.911,4
134,Giuro Che (feat. Priestess & Quentin40),Gemitaiz,306914,https://open.spotify.com/track/0Pi8hOfhyPYQOg8PL6tcT9,2019,3,0Pi8hOfhyPYQOg8PL6tcT9,0.841,0.696,0.601,-6.405,11,0,0.0858,0.162,0.0,0.0808,145.005,4
135,IDGAF,Dua Lipa,302355,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019,3,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,0.51,-5.975,7,1,0.0943,0.0403,0.0,0.0824,97.028,4
136,We Can Do Better,Matt Simons,302341,https://open.spotify.com/track/1hLjLWrzO18acdCFcccFWk,2019,3,6gq6xnLUsQi92zO9lmAKDO,0.638,0.689,0.735,-4.853,8,1,0.0573,0.0366,2.25e-05,0.0663,91.009,4
137,Se Piovesse Il Tuo Nome,Elisa,299589,https://open.spotify.com/track/7oETr2afFHIzjDIOpm4zPJ,2019,3,0FNRyMufs8Ox03TtaoyCjH,0.561,0.712,0.2,-3.204,1,0,0.0292,0.326,1.63e-05,0.101,81.958,4
138,Money Rain,Boro Boro,296469,https://open.spotify.com/track/1f1mvHcJwPPponfS45uRp1,2019,3,1kuSXR7D6H02EsHcK4ULFD,0.752,0.633,0.682,-5.45,0,1,0.0464,0.183,0.00707,0.0787,109.998,4
139,Gli occhi della tigre,Nayt,295485,https://open.spotify.com/track/0eczHniJguffShMNltOqMo,2019,3,5pL8J6weoydzXglhsoJ6Vw,0.687,0.799,0.541,-7.747,2,1,0.205,0.618,0.0,0.594,135.176,4
140,Nuovi Jeans,Nashley,293075,https://open.spotify.com/track/0N1pKkjhVwKZWFLF47R1tv,2019,3,0N1pKkjhVwKZWFLF47R1tv,0.669,0.451,0.263,-9.83,0,1,0.142,0.277,0.0,0.113,159.969,4
141,Peace & Love,Charlie Charles,292001,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD,2019,3,3Owfp723o5on470xzKIR0v,0.102,0.124,0.0377,-26.539,8,0,0.0428,0.771,0.876,0.146,78.867,4
142,Amore e Capoeira,Takagi & Ketra,291054,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk,2019,3,5Vwqy3CS2aCB6jcgm1qWfk,0.827,0.697,0.836,-4.368,11,0,0.142,0.122,0.0,0.044,118.083,4
143,Allenamento #2,Capo Plaza,288769,https://open.spotify.com/track/2z3sYBYhLhsGTOKZe5vkcM,2019,3,3RsSxNSorUqe9K4qEGTlGC,0.86,0.601,0.0589,-7.247,1,0,0.509,0.406,0.0,0.103,80.019,4
144,Desconocidos,Mau y Ricky,288765,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,2019,3,56f5qnyAlZdlz8wrUDA50h,0.719,0.753,0.675,-4.891,7,1,0.179,0.118,4.21e-06,0.212,174.107,4
145,Another One Bites The Dust - Remastered 2011,Queen,286149,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019,3,57JVGBtBLCfHw2muk5416J,0.933,0.528,0.756,-6.472,5,0,0.162,0.112,0.329,0.163,109.975,4
146,Better Now,Post Malone,285787,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,3,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,0.341,-5.804,10,1,0.04,0.331,0.0,0.135,145.038,4
147,"Bella Giornata (prod. Dogslife, Mago del blocco) (feat. Dogslife & Mago del Blocco)",OG Eastbull,285778,https://open.spotify.com/track/76xea5TfeyVu8c4dGWpFD2,2019,3,76xea5TfeyVu8c4dGWpFD2,0.744,0.68,0.801,-4.98,7,1,0.332,0.627,4.44e-06,0.117,132.013,4
148,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,284682,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,3,27rdGxbavYJeBphck5MZAF,0.601,0.794,0.244,-5.844,7,0,0.0671,0.00987,1.36e-06,0.388,114.066,4
149,Torna Da Me,Luche,283970,https://open.spotify.com/track/5iSHLCuc0K3pUW16b7sSP4,2019,3,3cht84Looy1rM6dDSqfuX8,0.512,0.297,0.362,-15.03,4,0,0.0481,0.661,0.0,0.114,172.056,3
150,RICCHI E MORTI,Salmo,283142,https://open.spotify.com/track/2sCkQ5AoGNKy0urYd2E3BT,2019,3,2sCkQ5AoGNKy0urYd2E3BT,0.863,0.901,0.584,-5.244,5,0,0.303,0.152,0.0,0.526,125.009,4
151,Netflix Remix (feat. Kaydy Cain),Lazza,282760,https://open.spotify.com/track/5qmTNtvy1YxIOoSbym1iCa,2019,3,5qmTNtvy1YxIOoSbym1iCa,0.594,0.74,0.619,-6.511,5,0,0.202,0.229,1.65e-06,0.107,95.965,4
152,Morirò da Re,Måneskin,281463,https://open.spotify.com/track/1aX0Ki80LFzzhqxqRlqbAV,2019,3,1aX0Ki80LFzzhqxqRlqbAV,0.605,0.881,0.928,-2.563,10,1,0.153,0.123,0.0,0.038,193.788,4
153,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,280628,https://open.spotify.com/track/20ZP3Om9DvDazXrNUC7WM2,2019,3,5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0.55,-4.057,0,1,0.0474,0.194,0.0,0.165,92.213,4
154,Promises (with Sam Smith),Calvin Harris,279037,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,3,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,0.486,-5.991,11,1,0.0394,0.0119,4.91e-06,0.325,123.07,4
155,Giovane fuoriclasse,Capo Plaza,278954,https://open.spotify.com/track/60muwbD6E61lEYQSnEYlLc,2019,3,7GFCOl2gVEv9d6gwdY5Fvb,0.555,0.702,0.0883,-5.002,1,1,0.26,0.518,0.0,0.086,133.036,4
156,Borsello (feat. Sfera Ebbasta & DrefGold),Guè Pequeno,276519,https://open.spotify.com/track/31wSmTMwl9CIr1RQds2Tvy,2019,3,31wSmTMwl9CIr1RQds2Tvy,0.77,0.584,0.625,-7.453,2,0,0.226,0.36,0.0,0.208,154.028,4
157,Fumo bianco,Chadia Rodriguez,275614,https://open.spotify.com/track/54ivBWjaiBH5W2fAVYV1k3,2019,3,54ivBWjaiBH5W2fAVYV1k3,0.746,0.751,0.258,-5.375,10,0,0.0414,0.226,2.48e-06,0.121,141.963,4
158,SICKO MODE,Travis Scott,275338,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,3,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,0.446,-3.714,8,1,0.222,0.00513,0.0,0.124,155.008,4
159,Thunderclouds,Sia,275298,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,2019,3,4lJNen4SMTIJMahALc3DcB,0.69,0.714,0.489,-5.948,7,1,0.0338,0.0077,7.23e-05,0.191,112.009,4
160,Gioventù Bruciata,Mahmood,274256,https://open.spotify.com/track/0VjTK19qMcP87U2Nc5tA5O,2019,3,0VjTK19qMcP87U2Nc5tA5O,0.714,0.556,0.37,-8.181,1,1,0.29,0.702,0.0,0.0978,105.037,4
161,Solo Una Canzone,Ex-Otago,274006,https://open.spotify.com/track/4cJSsx1nujtFF5uTKsQLJO,2019,3,4cJSsx1nujtFF5uTKsQLJO,0.607,0.691,0.485,-6.011,9,1,0.0394,0.187,0.0,0.25,80.975,4
162,Fame,Nayt,271176,https://open.spotify.com/track/3WQJd5uYQ40Qlol1Q8pIpe,2019,3,1PehfITh0TTRx3LkDdV4h3,0.786,0.555,0.673,-10.276,10,1,0.0471,0.454,0.0173,0.0826,95.1,4
163,Be Alright,Dean Lewis,270054,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019,3,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,0.443,-6.319,11,1,0.0362,0.697,0.0,0.0813,126.684,4
164,Natural,Imagine Dragons,267145,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019,3,2FY7b99s15jUprqC0M5NCT,0.704,0.611,0.22,-6.112,2,1,0.0409,0.217,0.0,0.0812,100.0,4
165,Chic,Izi,265889,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3,2019,3,4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,0.0397,-7.507,10,1,0.347,0.629,0.0,0.113,122.947,4
166,Ipernova,Mr.Rain,265359,https://open.spotify.com/track/1TaSkLG2bXx84YuKmJvncw,2019,3,2Hg2uP2Udt0PIEZiPbfV26,0.419,0.638,0.606,-8.486,1,1,0.0604,0.199,0.0,0.0984,134.904,5
167,Sincera,Fred De Palma,265245,https://open.spotify.com/track/0B9tlo3EDwWazIPlyWpKAH,2019,3,1I07YbnDyFkNhjVSrfmSwi,0.568,0.51,0.905,-8.23,9,1,0.129,0.663,1.33e-05,0.0843,116.456,3
168,Un domani (feat. Mr.Rain),Annalisa,262724,https://open.spotify.com/track/5ZUbSBnGDbmBGcH2l1575M,2019,3,5ZUbSBnGDbmBGcH2l1575M,0.745,0.832,0.839,-5.248,7,1,0.0906,0.226,0.0,0.118,135.007,4
169,Peter Pan - Vuoi volare con me?,Ultimo,259851,https://open.spotify.com/track/3qbMJGhSNdeKdz407PA6x4,2019,3,3qbMJGhSNdeKdz407PA6x4,0.606,0.424,0.245,-6.668,2,1,0.0405,0.318,0.0,0.0888,139.797,4
170,Questa nostra stupida canzone d'amore,Thegiornalisti,259429,https://open.spotify.com/track/1Kw6V4wiZKTVwLZ5YcYJR3,2019,3,1Kw6V4wiZKTVwLZ5YcYJR3,0.509,0.672,0.425,-5.477,0,1,0.0363,0.238,0.0,0.125,78.084,4
171,Cupido (feat. Quavo),Sfera Ebbasta,257187,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy,2019,3,5IB44qTngIOBGYnjGZgz16,0.803,0.695,0.458,-5.164,4,0,0.0413,0.0622,0.0,0.105,119.978,4
172,Lost In Japan,Shawn Mendes,256784,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019,3,79esEXlqqmq0GPz0xQSZTV,0.713,0.738,0.425,-6.784,10,1,0.374,0.255,0.0,0.106,105.027,4
173,Coupé,Capo Plaza,256669,https://open.spotify.com/track/0X6TgBHcxe20tNvWuwXEpn,2019,3,2UslPu1Jo7jIiUchu9QvPv,0.842,0.535,0.713,-8.473,9,1,0.461,0.168,1.02e-06,0.0927,76.983,4
174,Non sei tu,Gazzelle,256388,https://open.spotify.com/track/4zJL82bt73NiBmFuJncYUb,2019,3,4zJL82bt73NiBmFuJncYUb,0.581,0.591,0.138,-9.639,10,1,0.0444,0.487,1.77e-06,0.0806,140.038,4
175,Prima di ogni cosa,Fedez,255451,https://open.spotify.com/track/5mkGjUA82k3yWNhD1kFAuU,2019,3,5mkGjUA82k3yWNhD1kFAuU,0.597,0.469,0.449,-7.089,5,1,0.0458,0.624,0.0,0.23,131.257,3
176,Casa Mia (feat. Luchè & Capo Plaza),Noyz Narcos,255031,https://open.spotify.com/track/6NnO2rbViEDhX6wewADukc,2019,3,6NnO2rbViEDhX6wewADukc,0.465,0.738,0.289,-7.872,1,1,0.375,0.142,0.0,0.335,188.133,4
